"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1_13060C",2390.84302818883,1.46690567362228,0.156226808782733,9.3895899497143,6.02342945132415e-21,1.57567027594251e-19
"C1_13080W",2988.45962405525,13.0824234976759,1.19671754216697,10.9319225604287,8.11114579905176e-28,3.33762688623143e-26
"C1_13100W",29.4875531650254,1.57275910314733,0.582545642044207,2.69980408338198,0.00693803195482988,0.0188543572534199
"C1_13130C",174.218420592908,-2.4006024994832,0.294468649889881,-8.15231944175019,3.57009750649716e-16,6.32031796935107e-15
"C1_13140C",5900.08246082132,-1.61006063115409,0.202522981664843,-7.95001445227875,1.86489758236541e-15,3.11156884290558e-14
"C1_13410W",466.575596790013,1.10646565633976,0.151978940288925,7.28038802110522,3.32861381241565e-13,4.25866767176708e-12
"C1_13430C",398.715380576992,-1.29332053142601,0.203987352720323,-6.34019959658587,2.29467684368757e-10,2.16996614566107e-09
"C1_13680C",1650.84689485756,1.41396182343848,0.178245829650177,7.93265024047689,2.14517957577987e-15,3.56943814658454e-14
"C1_13850C",108.932005114744,1.38890883778357,0.512455335382058,2.71030222906758,0.00672219240925054,0.0183332520252287
"C1_14030W",432.499287364165,-1.14747111099122,0.15282692957908,-7.50830442090026,5.98980888175616e-14,8.40505439859332e-13
"C1_14090W",2427.45246838725,1.22247150899923,0.241791234036506,5.0558967278965,4.28373109276389e-07,2.71749191197209e-06
"C1_14130W",5893.45244832092,-1.13624291565657,0.154031184326144,-7.37670700012733,1.62252537891668e-13,2.16692534157951e-12
"C1_14220C",296.722375915337,3.49368952905794,0.285246359464618,12.247972368921,1.72248727818212e-34,1.04899475241291e-32
"C1_14340C",1514.21679606158,1.47847188912392,0.274594973482329,5.38419137966875,7.27710452855641e-08,5.147220276296e-07
"C1_14360C",603.86528728004,-1.97213037535038,0.191764581840595,-10.2841221064989,8.3095852046722e-25,2.85906067211603e-23
"C2_00100C",1619.11636370398,-1.05795835692867,0.117153511841024,-9.03053045788597,1.70841621936312e-19,4.00163645227746e-18
"C2_00210W",8119.04694572632,1.15465082656457,0.161315301707055,7.15772660340299,8.20259328829964e-13,9.99075862514896e-12
"C2_00340C",4702.60511971291,-1.3199850343656,0.202221591868606,-6.52741886842264,6.69127303526157e-11,6.80298043150968e-10
"C2_00400C",1994.47325603549,1.41766680670578,0.150530916083123,9.4177783779841,4.60732926489069e-21,1.21994066187758e-19
"C2_00480C",249.592134831332,1.26876397477048,0.204196681854412,6.2134407045609,5.18367987643129e-10,4.71173290260695e-09
"C2_00660C",228.598600866206,-1.62794547234011,0.232195639992607,-7.01109406012937,2.36461689912756e-12,2.76401476308768e-11
"C2_00680C",85.5409900932393,1.10773531374239,0.345966911935866,3.2018533435583,0.00136546496511904,0.0044949630473378
"C2_00750W",79.070149834678,-1.56216244333442,0.337767018704063,-4.6249703399938,3.74652008652284e-06,2.0592335132603e-05
"C2_00770W",422.064984283644,-1.12008869091477,0.171830120784235,-6.51858175855708,7.09752485204505e-11,7.18005421078976e-10
"C2_00860C",637.07846122714,-6.09473347294467,0.733258878612387,-8.31184408496804,9.42261769707298e-17,1.72842595708357e-15
"C2_01000W",59104.8579223814,-5.93616989453474,0.353202985211415,-16.8066809825561,2.18042699900122e-63,4.1496251324742e-61
"C2_01010W",2580.48015032796,1.52373184856796,0.178392827285791,8.54144122132722,1.325580211797e-17,2.69092782994792e-16
"C2_01030W",1182.18841148965,1.09951821485518,0.138631963729566,7.93120277081296,2.17033512141442e-15,3.60145528321902e-14
"C2_01240C",237.462025342876,-1.19275423714196,0.170406491791171,-6.99946477745488,2.56942164413945e-12,2.98052910720176e-11
"C2_01250W",253.866800876835,-1.19273771009034,0.234042788562367,-5.09623781795141,3.46469836349269e-07,2.23044535239646e-06
"C2_01450C",58.6647317799288,1.42084789297165,0.478916766030008,2.96679505449308,0.00300921472769708,0.00897459240532576
"C2_01540W",305.214678531722,-1.20564517189672,0.166773687082347,-7.22922898083687,4.85743829995233e-13,6.11194199312183e-12
"C2_01560W",837.943935911029,-1.00182858363728,0.156279843324973,-6.41047855131291,1.45063562704299e-10,1.39901023341593e-09
"C2_01620W",3126.78585534898,1.09703286666754,0.130902650202423,8.38052449641876,5.26923643096903e-17,9.87373841987735e-16
"C2_01690W",2836.53054147229,1.72158501842297,0.161231734808212,10.6777057287812,1.29430884680711e-26,5.0205992847486e-25
"C2_01740C",674.485642106786,1.16721291229272,0.15100688106624,7.7295346016763,1.07940468227886e-14,1.63521754106424e-13
"C2_01750C",576.895591255649,2.39423962527784,0.207707101364752,11.5269993637499,9.64469347108828e-31,4.69889465911421e-29
"C2_01800W",20.0087111102698,-1.4471277655956,0.573051722809755,-2.5253004362331,0.0115599416170029,0.0295798506082133
"C2_01930C",710.102368438258,1.20235338190276,0.197001156002243,6.10328084515947,1.03913016857442e-09,9.05336584637802e-09
"C2_01970C",510.928867237054,-4.42235314402614,0.234041934197591,-18.8955588629367,1.24066839727207e-79,3.28507414755951e-77
"C2_01980C",568.30466106705,-1.13725045634429,0.173957012812652,-6.53753727979387,6.25400593743131e-11,6.36904618042754e-10
"C2_02030W",4141.06284117691,-1.52774769165352,0.181708288747516,-8.40769401431285,4.18150312172305e-17,7.95792312852918e-16
"C2_02180W",729.374803750727,-1.38235723710363,0.134101379558599,-10.3082998970907,6.46345614348436e-25,2.24928273793256e-23
